0.00000e+00	0.00000e+00	4.06250e-01
0.00000e+00	2.50000e-01	3.12500e+00
0.00000e+00	7.50000e-01	5.95908e+00
0.00000e+00	1.25000e+00	8.43997e+00
0.00000e+00	1.75000e+00	1.05817e+01
0.00000e+00	2.25000e+00	1.23930e+01
0.00000e+00	2.75000e+00	1.38744e+01
0.00000e+00	3.25000e+00	1.50265e+01
0.00000e+00	3.75000e+00	1.58490e+01
0.00000e+00	4.25000e+00	1.63421e+01
0.00000e+00	4.75000e+00	1.65058e+01
0.00000e+00	5.25000e+00	1.63397e+01
0.00000e+00	5.75000e+00	1.58433e+01
0.00000e+00	6.25000e+00	1.50161e+01
0.00000e+00	6.75000e+00	1.38577e+01
0.00000e+00	7.25000e+00	1.23678e+01
0.00000e+00	7.75000e+00	1.05462e+01
0.00000e+00	8.25000e+00	8.39120e+00
0.00000e+00	8.75000e+00	5.90243e+00
0.00000e+00	9.25000e+00	3.07988e+00
0.00000e+00	9.75000e+00	3.78152e-01

2.50000e-01	0.00000e+00	4.06250e-01
2.50000e-01	2.50000e-01	3.12500e+00
2.50000e-01	7.50000e-01	5.93520e+00
2.50000e-01	1.25000e+00	8.33033e+00
2.50000e-01	1.75000e+00	1.03555e+01
2.50000e-01	2.25000e+00	1.20616e+01
2.50000e-01	2.75000e+00	1.34537e+01
2.50000e-01	3.25000e+00	1.45329e+01
2.50000e-01	3.75000e+00	1.53015e+01
2.50000e-01	4.25000e+00	1.57608e+01
2.50000e-01	4.75000e+00	1.59102e+01
2.50000e-01	5.25000e+00	1.57476e+01
2.50000e-01	5.75000e+00	1.52699e+01
2.50000e-01	6.25000e+00	1.44740e+01
2.50000e-01	6.75000e+00	1.33571e+01
2.50000e-01	7.25000e+00	1.19172e+01
2.50000e-01	7.75000e+00	1.01528e+01
2.50000e-01	8.25000e+00	8.05978e+00
2.50000e-01	8.75000e+00	5.63106e+00
2.50000e-01	9.25000e+00	2.86767e+00
2.50000e-01	9.75000e+00	2.55328e-01

7.50000e-01	0.00000e+00	4.06997e-01
7.50000e-01	2.50000e-01	3.08827e+00
7.50000e-01	7.50000e-01	5.79463e+00
7.50000e-01	1.25000e+00	8.12440e+00
7.50000e-01	1.75000e+00	1.00775e+01
7.50000e-01	2.25000e+00	1.17231e+01
7.50000e-01	2.75000e+00	1.30612e+01
7.50000e-01	3.25000e+00	1.40968e+01
7.50000e-01	3.75000e+00	1.48380e+01
7.50000e-01	4.25000e+00	1.52867e+01
7.50000e-01	4.75000e+00	1.54405e+01
7.50000e-01	5.25000e+00	1.52948e+01
7.50000e-01	5.75000e+00	1.48439e+01
7.50000e-01	6.25000e+00	1.40826e+01
7.50000e-01	6.75000e+00	1.30068e+01
7.50000e-01	7.25000e+00	1.16099e+01
7.50000e-01	7.75000e+00	9.88904e+00
7.50000e-01	8.25000e+00	7.84624e+00
7.50000e-01	8.75000e+00	5.48618e+00
7.50000e-01	9.25000e+00	2.81058e+00
7.50000e-01	9.75000e+00	2.06599e-01

1.25000e+00	0.00000e+00	3.94682e-01
1.25000e+00	2.50000e-01	2.99700e+00
1.25000e+00	7.50000e-01	5.58539e+00
1.25000e+00	1.25000e+00	7.83712e+00
1.25000e+00	1.75000e+00	9.72555e+00
1.25000e+00	2.25000e+00	1.13170e+01
1.25000e+00	2.75000e+00	1.26068e+01
1.25000e+00	3.25000e+00	1.36118e+01
1.25000e+00	3.75000e+00	1.43423e+01
1.25000e+00	4.25000e+00	1.47985e+01
1.25000e+00	4.75000e+00	1.49745e+01
1.25000e+00	5.25000e+00	1.48615e+01
1.25000e+00	5.75000e+00	1.44507e+01
1.25000e+00	6.25000e+00	1.37345e+01
1.25000e+00	6.75000e+00	1.27074e+01
1.25000e+00	7.25000e+00	1.13621e+01
1.25000e+00	7.75000e+00	9.68970e+00
1.25000e+00	8.25000e+00	7.69435e+00
1.25000e+00	8.75000e+00	5.41819e+00
1.25000e+00	9.25000e+00	2.84274e+00
1.25000e+00	9.75000e+00	1.80390e-01

1.75000e+00	0.00000e+00	3.69180e-01
1.75000e+00	2.50000e-01	2.84830e+00
1.75000e+00	7.50000e-01	5.31138e+00
1.75000e+00	1.25000e+00	7.48249e+00
1.75000e+00	1.75000e+00	9.30864e+00
1.75000e+00	2.25000e+00	1.08382e+01
1.75000e+00	2.75000e+00	1.20830e+01
1.75000e+00	3.25000e+00	1.30689e+01
1.75000e+00	3.75000e+00	1.38066e+01
1.75000e+00	4.25000e+00	1.42918e+01
1.75000e+00	4.75000e+00	1.45111e+01
1.75000e+00	5.25000e+00	1.44495e+01
1.75000e+00	5.75000e+00	1.40936e+01
1.75000e+00	6.25000e+00	1.34337e+01
1.75000e+00	6.75000e+00	1.24635e+01
1.75000e+00	7.25000e+00	1.11762e+01
1.75000e+00	7.75000e+00	9.56096e+00
1.75000e+00	8.25000e+00	7.61379e+00
1.75000e+00	8.75000e+00	5.41867e+00
1.75000e+00	9.25000e+00	2.95776e+00
1.75000e+00	9.75000e+00	1.80651e-01

2.25000e+00	0.00000e+00	3.31405e-01
2.25000e+00	2.50000e-01	2.64449e+00
2.25000e+00	7.50000e-01	4.98944e+00
2.25000e+00	1.25000e+00	7.07408e+00
2.25000e+00	1.75000e+00	8.82628e+00
2.25000e+00	2.25000e+00	1.02788e+01
2.25000e+00	2.75000e+00	1.14746e+01
2.25000e+00	3.25000e+00	1.24521e+01
2.25000e+00	3.75000e+00	1.32203e+01
2.25000e+00	4.25000e+00	1.37627e+01
2.25000e+00	4.75000e+00	1.40521e+01
2.25000e+00	5.25000e+00	1.40637e+01
2.25000e+00	5.75000e+00	1.37790e+01
2.25000e+00	6.25000e+00	1.31868e+01
2.25000e+00	6.75000e+00	1.22811e+01
2.25000e+00	7.25000e+00	1.10570e+01
2.25000e+00	7.75000e+00	9.50576e+00
2.25000e+00	8.25000e+00	7.60834e+00
2.25000e+00	8.75000e+00	5.48841e+00
2.25000e+00	9.25000e+00	3.14955e+00
2.25000e+00	9.75000e+00	2.07002e-01

