0.00000e+00	2.50000e-01	3.25000e+00	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	2.57505e+01	4.91511e+03	4.91511e+03	1.20654e+02
0.00000e+00	7.50000e-01	9.25000e+00	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	2.03549e+02	2.03549e+02
0.00000e+00	1.25000e+00	1.45833e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	2.55580e+02	2.55580e+02
0.00000e+00	1.75000e+00	1.92500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	2.93639e+02	2.93639e+02
0.00000e+00	2.25000e+00	2.32500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.22708e+02	3.22708e+02
0.00000e+00	2.75000e+00	2.65833e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.45067e+02	3.45067e+02
0.00000e+00	3.25000e+00	2.92500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.61961e+02	3.61961e+02
0.00000e+00	3.75000e+00	3.12500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.74131e+02	3.74131e+02
0.00000e+00	4.25000e+00	3.25833e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.82029e+02	3.82029e+02
0.00000e+00	4.75000e+00	3.32500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.85917e+02	3.85917e+02
0.00000e+00	5.25000e+00	3.32500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.85917e+02	3.85917e+02
0.00000e+00	5.75000e+00	3.25833e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.82029e+02	3.82029e+02
0.00000e+00	6.25000e+00	3.12500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.74131e+02	3.74131e+02
0.00000e+00	6.75000e+00	2.92500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.61961e+02	3.61961e+02
0.00000e+00	7.25000e+00	2.65833e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.45067e+02	3.45067e+02
0.00000e+00	7.75000e+00	2.32500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	3.22708e+02	3.22708e+02
0.00000e+00	8.25000e+00	1.92500e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	2.93639e+02	2.93639e+02
0.00000e+00	8.75000e+00	1.45833e+01	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	2.55580e+02	2.55580e+02
0.00000e+00	9.25000e+00	9.25000e+00	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.00000e+00	1.00000e+00	2.03549e+02	2.03549e+02
0.00000e+00	9.75000e+00	3.25000e+00	0.00000e+00	0.00000e+00	2.83000e+02	1.29000e+00	1.80000e-05	3.38028e-05	1.18519e+00	6.05750e-01	1.68966e+01	1.20654e+02	1.20654e+02	6.06773e+03

